Time,Flight URL,CSV filename
2023-07-09 19:02:00,https://app.airdata.com/flight/7778e802bb679e6499d337a05acca0df,Jul-09th-2023-07-02PM-Flight-Airdata.csv
2023-07-07 16:56:00,https://app.airdata.com/flight/1433f0eb09f2b5a242cda75f3fc0ca36,Jul-07th-2023-04-56PM-Flight-Airdata.csv
2023-07-06 17:41:00,https://app.airdata.com/flight/4f9da9a9fb55c95717a85dc13a05945e,Jul-06th-2023-05-41PM-Flight-Airdata.csv
2023-07-05 18:49:00,https://app.airdata.com/flight/76df4d365100adb0b0028939bdd42f04,Jul-05th-2023-06-49PM-Flight-Airdata.csv
2023-07-03 15:45:00,https://app.airdata.com/flight/be3f128ed6dd11724db8854d23d3b5f4,Jul-03rd-2023-03-45PM-Flight-Airdata.csv
2023-07-02 20:35:00,https://app.airdata.com/flight/64b5c314da16749a07d6014d33a2ab51,Jul-02nd-2023-08-35PM-Flight-Airdata.csv
2023-07-02 20:20:00,https://app.airdata.com/flight/d3cb8ccd292d2d63b9116182d16116e5,Jul-02nd-2023-08-20PM-Flight-Airdata.csv
2023-06-20 16:06:00,https://app.airdata.com/flight/e70467e442663729b1768c862ea1dcb9,Jun-20th-2023-04-06PM-Flight-Airdata.csv
2023-06-20 15:49:00,https://app.airdata.com/flight/d70bfc9b00f2a90fd6a0185536877475,Jun-20th-2023-03-49PM-Flight-Airdata.csv
2023-06-19 18:52:00,https://app.airdata.com/flight/d09f68f62d32872bb26f80cf1b68bc22,Jun-19th-2023-06-52PM-Flight-Airdata.csv
2023-06-15 18:24:00,https://app.airdata.com/flight/a051db0324db13206f0b066a2e38c21e,Jun-15th-2023-06-24PM-Flight-Airdata.csv
2023-06-14 18:41:00,https://app.airdata.com/flight/fbc00cbfd9e80f55a5e7a14aadfc979a,Jun-14th-2023-06-41PM-Flight-Airdata.csv
2023-06-13 18:32:00,https://app.airdata.com/flight/651371750a0e962ead4a60f87be3235a,Jun-13th-2023-06-32PM-Flight-Airdata.csv
2023-06-12 18:56:00,https://app.airdata.com/flight/9e36db3186fa938e2a433a40a4214b93,Jun-12th-2023-06-56PM-Flight-Airdata.csv
2023-06-10 19:40:00,https://app.airdata.com/flight/82943e00350abf8e7e895b2a8b9625a2,Jun-10th-2023-07-40PM-Flight-Airdata.csv
2023-06-10 19:24:00,https://app.airdata.com/flight/0ee0abdac08efca5eca23bc88305f277,Jun-10th-2023-07-24PM-Flight-Airdata.csv
2023-06-09 18:17:00,https://app.airdata.com/flight/329ced58281762a9f9c9355f1dae3477,Jun-09th-2023-06-17PM-Flight-Airdata.csv
2023-06-08 19:05:00,https://app.airdata.com/flight/a00c49191bfb369e24fa7e4d7600d737,Jun-08th-2023-07-05PM-Flight-Airdata.csv
2023-06-08 18:44:00,https://app.airdata.com/flight/9d9c6c3c8492b21b0f0e5ba330bed3c5,Jun-08th-2023-06-44PM-Flight-Airdata.csv
2023-06-07 19:12:00,https://app.airdata.com/flight/e4a89cdb572fbc29614dafd2a12fed0e,Jun-07th-2023-07-12PM-Flight-Airdata.csv
2023-06-06 17:46:00,https://app.airdata.com/flight/67a0cea300c84926990e11896742c012,Jun-06th-2023-05-46PM-Flight-Airdata.csv
2023-06-06 17:32:00,https://app.airdata.com/flight/96924d41cff998ce55b8b2960fbe4694,Jun-06th-2023-05-32PM-Flight-Airdata.csv
2023-06-05 18:49:00,https://app.airdata.com/flight/d35913b5cf4898290682fbcbf13c9e13,Jun-05th-2023-06-49PM-Flight-Airdata.csv
2023-06-02 18:24:00,https://app.airdata.com/flight/4ce594297f67d774f0a229185718063b,Jun-02nd-2023-06-24PM-Flight-Airdata.csv
2023-06-01 19:40:00,https://app.airdata.com/flight/4a51aee3a39759e254f41875cedc8d6d,Jun-01st-2023-07-40PM-Flight-Airdata.csv
2023-05-31 19:52:00,https://app.airdata.com/flight/8acc41a021dfdd6b6351d2986b95d9d6,May-31st-2023-07-52PM-Flight-Airdata.csv
2023-05-30 19:27:00,https://app.airdata.com/flight/82c17093ee483cbdc9745b3b310d4dd6,May-30th-2023-07-27PM-Flight-Airdata.csv
2023-05-30 19:15:00,https://app.airdata.com/flight/069b5acc6894188dd5cbd3da6a90025a,May-30th-2023-07-15PM-Flight-Airdata.csv
2023-05-29 18:55:00,https://app.airdata.com/flight/b52bf5b78737f9b86baf528896b316c8,May-29th-2023-06-55PM-Flight-Airdata.csv
2023-05-28 18:03:00,https://app.airdata.com/flight/e20550fff02a3a47cd0cb2ca528610ff,May-28th-2023-06-03PM-Flight-Airdata.csv
2023-05-26 17:53:00,https://app.airdata.com/flight/43d202572dc986beb46bd2b6732f7d47,May-26th-2023-05-53PM-Flight-Airdata.csv
2023-05-26 17:31:00,https://app.airdata.com/flight/379956f295a1af0efe4a37a91c1a7ddc,May-26th-2023-05-31PM-Flight-Airdata.csv
2023-05-25 14:48:00,https://app.airdata.com/flight/0736a0e2ea29659d532b3245856db3ef,May-25th-2023-02-48PM-Flight-Airdata.csv
2023-05-23 18:10:00,https://app.airdata.com/flight/64eaa8835a5fa11c038f06c2cc7c8493,May-23rd-2023-06-10PM-Flight-Airdata.csv
2023-05-23 17:58:00,https://app.airdata.com/flight/2f1bc1fdb33f0b27143cbd838487c0c6,May-23rd-2023-05-58PM-Flight-Airdata.csv
2023-05-23 17:49:00,https://app.airdata.com/flight/ee6af4bd7cf5db1d8c5095183bfa8e97,May-23rd-2023-05-49PM-Flight-Airdata.csv
2023-05-19 18:54:00,https://app.airdata.com/flight/719672ca54e482b608ed40c924b306d6,May-19th-2023-06-54PM-Flight-Airdata.csv
2023-05-19 18:22:00,https://app.airdata.com/flight/683969cb71350b8d0a47f4032204b4b9,May-19th-2023-06-22PM-Flight-Airdata.csv
2023-05-19 18:02:00,https://app.airdata.com/flight/86d44fe2c9a0cc98faa2908c97498d89,May-19th-2023-06-02PM-Flight-Airdata.csv
2023-05-16 20:17:00,https://app.airdata.com/flight/4d54ddc204422b6cf65c67732f05c04f,May-16th-2023-08-17PM-Flight-Airdata.csv
2023-05-16 20:07:00,https://app.airdata.com/flight/9472099d4d5541d2306a0479421187d3,May-16th-2023-08-07PM-Flight-Airdata.csv
2023-05-16 20:01:00,https://app.airdata.com/flight/8cdf7adfd81255268019f2d7d5e9dff0,May-16th-2023-08-01PM-Flight-Airdata.csv
2023-05-16 19:56:00,https://app.airdata.com/flight/ee543e10827a91166a9ed5c8b2ff2e56,May-16th-2023-07-56PM-Flight-Airdata.csv
2022-07-20 17:00:00,https://app.airdata.com/flight/95f07c9c2abebfda33318d1cdf3ec4d0,Jul-20th-2022-05-00PM-Flight-Airdata.csv
2022-07-09 14:11:00,https://app.airdata.com/flight/133e42239124c7377a81430ea631ab5f,Jul-09th-2022-02-11PM-Flight-Airdata.csv
2022-07-09 13:59:00,https://app.airdata.com/flight/aaf1a159b4806290453dcc28a2aeb6e5,Jul-09th-2022-01-59PM-Flight-Airdata.csv
2022-07-09 13:48:00,https://app.airdata.com/flight/de9cdd88f664cd8e10bcf1771b5a9ade,Jul-09th-2022-01-48PM-Flight-Airdata.csv
2022-07-09 12:21:00,https://app.airdata.com/flight/0bc16291adb756db31c3575b0d2d53e4,Jul-09th-2022-12-21PM-Flight-Airdata.csv
2022-07-09 12:19:00,https://app.airdata.com/flight/44beb41fe4fef44fa88f63c22a67ec0b,Jul-09th-2022-12-19PM-Flight-Airdata.csv
